,filename,userid,title,rating,content
20,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,아메리카나,평가함 ★ 5.0,books
21,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,사신 치바,평가함 ★ 3.5,books
22,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,호밀밭의 파수꾼,평가함 ★ 3.5,books
23,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,기억 전달자,평가함 ★ 4.5,books
24,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,화차,평가함 ★ 4.0,books
25,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,종이달,평가함 ★ 4.0,books
26,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,여성 혐오를 혐오한다,평가함 ★ 4.0,books
27,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,도플갱어,평가함 ★ 3.5,books
28,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,우리는 모두 페미니스트가 되어야 합니다,평가함 ★ 3.5,books
29,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,"안녕하세요, 하느님? 저 마거릿이에요",평가함 ★ 4.5,books
30,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,해리 포터와 불의 잔,평가함 ★ 5.0,books
31,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,해리 포터와 아즈카반의 죄수,평가함 ★ 4.0,books
32,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,해리 포터와 비밀의 방,평가함 ★ 4.5,books
33,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,해리 포터와 마법사의 돌,평가함 ★ 4.5,books
34,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,속죄,평가함 ★ 4.5,books
35,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,무진기행,평가함 ★ 4.0,books
36,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,어른이 되어 더 큰 혼란이 시작되었다,평가함 ★ 3.0,books
37,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,기술복제시대의 예술작품 / 사진의 작은 역사 외,평가함 ★ 4.5,books
38,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,모래 사나이,평가함 ★ 3.5,books
39,4WLxZmblW5roA:contents:books:ratings.xlsx,4WLxZmblW5roA,안드로이드는 전기양의 꿈을 꾸는가?,평가함 ★ 4.0,books
40,박지수:contents:books:ratings.xlsx,박지수,인체 구조 교과서,평가함 ★ 3.0,books
41,박지수:contents:books:ratings.xlsx,박지수,더 해빙,평가함 ★ 3.5,books
42,박지수:contents:books:ratings.xlsx,박지수,인생 수업,평가함 ★ 4.5,books
43,박지수:contents:books:ratings.xlsx,박지수,"아무튼, 떡볶이",평가함 ★ 4.5,books
44,박지수:contents:books:ratings.xlsx,박지수,궤도의 과학 허세,평가함 ★ 3.5,books
45,박지수:contents:books:ratings.xlsx,박지수,에이트,평가함 ★ 2.5,books
46,박지수:contents:books:ratings.xlsx,박지수,채링크로스 84번지,평가함 ★ 4.5,books
47,박지수:contents:books:ratings.xlsx,박지수,알츠하이머의 종말,평가함 ★ 5.0,books
48,박지수:contents:books:ratings.xlsx,박지수,상관없는 거 아닌가?,평가함 ★ 2.0,books
49,박지수:contents:books:ratings.xlsx,박지수,왜 말을 그렇게 해?,평가함 ★ 2.0,books
50,박지수:contents:books:ratings.xlsx,박지수,어린 완벽주의자들,평가함 ★ 4.0,books
51,박지수:contents:books:ratings.xlsx,박지수,응급의학과 의사 아빠의 안전한 육아,평가함 ★ 3.0,books
52,박지수:contents:books:ratings.xlsx,박지수,하늘아! 미세먼지 어떡해?,평가함 ★ 2.5,books
53,박지수:contents:books:ratings.xlsx,박지수,박진실 변호사의 대마이야기,평가함 ★ 0.5,books
54,박지수:contents:books:ratings.xlsx,박지수,여행의 이유,평가함 ★ 3.5,books
55,박지수:contents:books:ratings.xlsx,박지수,"아무튼, 비건",평가함 ★ 4.5,books
56,박지수:contents:books:ratings.xlsx,박지수,13.67,평가함 ★ 3.5,books
57,박지수:contents:books:ratings.xlsx,박지수,인생의 베일,평가함 ★ 4.0,books
58,박지수:contents:books:ratings.xlsx,박지수,작은 책방 꾸리는 법,평가함 ★ 4.5,books
59,박지수:contents:books:ratings.xlsx,박지수,유튜브로 책 권하는 법,평가함 ★ 3.5,books
60,박지수:contents:books:ratings.xlsx,박지수,위즈덤,평가함 ★ 4.0,books
61,박지수:contents:books:ratings.xlsx,박지수,청기와주유소 씨름 기담,평가함 ★ 2.5,books
62,박지수:contents:books:ratings.xlsx,박지수,속죄,평가함 ★ 5.0,books
63,박지수:contents:books:ratings.xlsx,박지수,우리가 보낸 가장 긴 밤,평가함 ★ 3.5,books
64,박지수:contents:books:ratings.xlsx,박지수,연필로 쓰기,평가함 ★ 4.5,books
65,박지수:contents:books:ratings.xlsx,박지수,태엽 감는 새 연대기,평가함 ★ 3.0,books
66,박지수:contents:books:ratings.xlsx,박지수,BTS : THE REVIEW,평가함 ★ 5.0,books
67,박지수:contents:books:ratings.xlsx,박지수,대한민국 독서사,평가함 ★ 4.0,books
68,박지수:contents:books:ratings.xlsx,박지수,프랑켄슈타인,평가함 ★ 5.0,books
69,박지수:contents:books:ratings.xlsx,박지수,땀 흘리는 소설,평가함 ★ 4.0,books
70,박지수:contents:books:ratings.xlsx,박지수,우리는 왜 잠을 자야 할까,평가함 ★ 4.5,books
71,박지수:contents:books:ratings.xlsx,박지수,소설가의 일,평가함 ★ 4.5,books
72,박지수:contents:books:ratings.xlsx,박지수,정확한 사랑의 실험,평가함 ★ 5.0,books
73,박지수:contents:books:ratings.xlsx,박지수,그 청년 바보의사,평가함 ★ 3.5,books
74,박지수:contents:books:ratings.xlsx,박지수,옥상에서 만나요,평가함 ★ 4.5,books
75,박지수:contents:books:ratings.xlsx,박지수,"당선, 합격, 계급",평가함 ★ 4.0,books
76,박지수:contents:books:ratings.xlsx,박지수,서울의 3년 이하 서점들 : 솔직히 책이 정말 팔릴 거라 생각했나?,평가함 ★ 4.0,books
77,박지수:contents:books:ratings.xlsx,박지수,꾸뻬 씨의 행복 여행,평가함 ★ 2.0,books
78,박지수:contents:books:ratings.xlsx,박지수,대논쟁! 철학 배틀,평가함 ★ 4.0,books
79,박지수:contents:books:ratings.xlsx,박지수,그러니까 당신도 살아,평가함 ★ 1.0,books
80,박지수:contents:books:ratings.xlsx,박지수,어린 왕자,평가함 ★ 5.0,books
81,박지수:contents:books:ratings.xlsx,박지수,Becoming 비커밍,평가함 ★ 4.5,books
82,박지수:contents:books:ratings.xlsx,박지수,쇼코의 미소,평가함 ★ 3.0,books
83,박지수:contents:books:ratings.xlsx,박지수,미움받을 용기,평가함 ★ 2.0,books
84,박지수:contents:books:ratings.xlsx,박지수,스크루테이프의 편지,평가함 ★ 3.5,books
85,박지수:contents:books:ratings.xlsx,박지수,로드,평가함 ★ 4.0,books
86,박지수:contents:books:ratings.xlsx,박지수,해가 지는 곳으로,평가함 ★ 2.0,books
87,박지수:contents:books:ratings.xlsx,박지수,지금 알고 있는 걸 그때도 알았더라면,평가함 ★ 3.5,books
88,박지수:contents:books:ratings.xlsx,박지수,아버지의 여행가방,평가함 ★ 3.5,books
89,박지수:contents:books:ratings.xlsx,박지수,쾌락독서,평가함 ★ 3.0,books
90,박지수:contents:books:ratings.xlsx,박지수,고래,평가함 ★ 5.0,books
91,박지수:contents:books:ratings.xlsx,박지수,당신이 옳다,평가함 ★ 4.5,books
92,박지수:contents:books:ratings.xlsx,박지수,인생,평가함 ★ 5.0,books
93,박지수:contents:books:ratings.xlsx,박지수,콜 미 바이 유어 네임,평가함 ★ 4.0,books
94,박지수:contents:books:ratings.xlsx,박지수,리어 왕,평가함 ★ 4.0,books
95,박지수:contents:books:ratings.xlsx,박지수,어떻게 죽을 것인가,평가함 ★ 5.0,books
96,박지수:contents:books:ratings.xlsx,박지수,어떻게 일할 것인가,평가함 ★ 3.5,books
97,박지수:contents:books:ratings.xlsx,박지수,깊이에의 강요,평가함 ★ 3.0,books
98,박지수:contents:books:ratings.xlsx,박지수,보건교사 안은영,평가함 ★ 3.5,books
99,박지수:contents:books:ratings.xlsx,박지수,피프티 피플,평가함 ★ 4.0,books
100,박지수:contents:books:ratings.xlsx,박지수,운명과 분노,평가함 ★ 5.0,books
101,박지수:contents:books:ratings.xlsx,박지수,못참는 아이 욱하는 부모,평가함 ★ 3.0,books
102,박지수:contents:books:ratings.xlsx,박지수,시크:하다,평가함 ★ 4.0,books
103,박지수:contents:books:ratings.xlsx,박지수,프랑스 아이처럼,평가함 ★ 2.5,books
104,박지수:contents:books:ratings.xlsx,박지수,그리스 로마 신화,평가함 ★ 4.5,books
105,박지수:contents:books:ratings.xlsx,박지수,고령화 가족,평가함 ★ 3.5,books
106,박지수:contents:books:ratings.xlsx,박지수,21세기를 위한 21가지 제언,평가함 ★ 4.0,books
107,박지수:contents:books:ratings.xlsx,박지수,태도에 관하여,평가함 ★ 2.5,books
108,박지수:contents:books:ratings.xlsx,박지수,한 시간만 그 방에,평가함 ★ 4.0,books
109,박지수:contents:books:ratings.xlsx,박지수,잉글리시 페이션트,평가함 ★ 4.0,books
110,박지수:contents:books:ratings.xlsx,박지수,잘돼가? 무엇이든,평가함 ★ 2.5,books
111,박지수:contents:books:ratings.xlsx,박지수,세상에서 가장 짧은 세계사,평가함 ★ 4.0,books
112,박지수:contents:books:ratings.xlsx,박지수,미스 함무라비,평가함 ★ 3.0,books
113,박지수:contents:books:ratings.xlsx,박지수,육식의 종말,평가함 ★ 4.0,books
114,박지수:contents:books:ratings.xlsx,박지수,위대하고 위험한 약 이야기,평가함 ★ 4.0,books
115,박지수:contents:books:ratings.xlsx,박지수,하루의 취향,평가함 ★ 4.0,books
116,박지수:contents:books:ratings.xlsx,박지수,빅 히스토리,평가함 ★ 4.0,books
117,박지수:contents:books:ratings.xlsx,박지수,행복의 기원,평가함 ★ 4.0,books
118,박지수:contents:books:ratings.xlsx,박지수,있으려나 서점,평가함 ★ 4.0,books
119,박지수:contents:books:ratings.xlsx,박지수,인 콜드 블러드,평가함 ★ 3.5,books
120,박지수:contents:books:ratings.xlsx,박지수,자식이 뭐라고,평가함 ★ 2.0,books
121,박지수:contents:books:ratings.xlsx,박지수,청춘의 독서,평가함 ★ 4.0,books
122,박지수:contents:books:ratings.xlsx,박지수,대책 없이 해피엔딩,평가함 ★ 3.0,books
123,박지수:contents:books:ratings.xlsx,박지수,남아 있는 나날,평가함 ★ 3.5,books
124,박지수:contents:books:ratings.xlsx,박지수,사는 게 뭐라고,평가함 ★ 4.0,books
125,박지수:contents:books:ratings.xlsx,박지수,곰탕,평가함 ★ 4.0,books
126,박지수:contents:books:ratings.xlsx,박지수,피로사회,평가함 ★ 4.0,books
127,박지수:contents:books:ratings.xlsx,박지수,호모 데우스,평가함 ★ 5.0,books
128,박지수:contents:books:ratings.xlsx,박지수,맥베스,평가함 ★ 4.0,books
129,박지수:contents:books:ratings.xlsx,박지수,무엇이든 쓰게 된다,평가함 ★ 3.5,books
130,박지수:contents:books:ratings.xlsx,박지수,세 종교 이야기,평가함 ★ 4.0,books
131,박지수:contents:books:ratings.xlsx,박지수,달의 궁전,평가함 ★ 3.5,books
132,박지수:contents:books:ratings.xlsx,박지수,넛셸,평가함 ★ 1.0,books
133,박지수:contents:books:ratings.xlsx,박지수,신경 끄기의 기술,평가함 ★ 3.0,books
134,박지수:contents:books:ratings.xlsx,박지수,처음부터 엄마는 아니었어,평가함 ★ 3.0,books
135,박지수:contents:books:ratings.xlsx,박지수,아픔이 길이 되려면,평가함 ★ 4.0,books
136,박지수:contents:books:ratings.xlsx,박지수,화차,평가함 ★ 4.0,books
137,박지수:contents:books:ratings.xlsx,박지수,인테리어 원 북,평가함 ★ 4.0,books
138,박지수:contents:books:ratings.xlsx,박지수,박시백의 조선왕조실록,평가함 ★ 5.0,books
139,박지수:contents:books:ratings.xlsx,박지수,햄릿,평가함 ★ 4.5,books
140,박지수:contents:books:ratings.xlsx,박지수,롤리타,평가함 ★ 4.0,books
141,박지수:contents:books:ratings.xlsx,박지수,나를 보내지 마,평가함 ★ 4.0,books
142,박지수:contents:books:ratings.xlsx,박지수,설민석의 조선왕조실록,평가함 ★ 4.0,books
143,박지수:contents:books:ratings.xlsx,박지수,심플하게 산다,평가함 ★ 3.0,books
144,박지수:contents:books:ratings.xlsx,박지수,오늘 한 푼 벌면 내일 두 푼 나가고,평가함 ★ 3.0,books
145,박지수:contents:books:ratings.xlsx,박지수,은하계 최초 잡놈 김어준 평전,평가함 ★ 2.5,books
146,박지수:contents:books:ratings.xlsx,박지수,남한산성,평가함 ★ 4.5,books
147,박지수:contents:books:ratings.xlsx,박지수,존재의 세 가지 거짓말,평가함 ★ 4.0,books
148,박지수:contents:books:ratings.xlsx,박지수,면역에 관하여,평가함 ★ 4.0,books
149,박지수:contents:books:ratings.xlsx,박지수,에브리맨,평가함 ★ 3.5,books
150,박지수:contents:books:ratings.xlsx,박지수,아내 가뭄,평가함 ★ 3.5,books
151,박지수:contents:books:ratings.xlsx,박지수,주진우의 이명박 추격기,평가함 ★ 3.0,books
152,박지수:contents:books:ratings.xlsx,박지수,달과 6펜스,평가함 ★ 5.0,books
153,박지수:contents:books:ratings.xlsx,박지수,크로스 : 정재승 + 진중권,평가함 ★ 2.0,books
154,박지수:contents:books:ratings.xlsx,박지수,이토록 아름다운 세 살,평가함 ★ 3.0,books
155,박지수:contents:books:ratings.xlsx,박지수,살인자의 기억법,평가함 ★ 2.5,books
156,박지수:contents:books:ratings.xlsx,박지수,"바르셀로나 홀리데이 (2016~2017년 개정판, 휴대용 맵북)",평가함 ★ 2.0,books
157,박지수:contents:books:ratings.xlsx,박지수,시옷의 세계,평가함 ★ 3.0,books
158,박지수:contents:books:ratings.xlsx,박지수,브루클린의 소녀,평가함 ★ 2.0,books
159,박지수:contents:books:ratings.xlsx,박지수,"스페인, 너는 자유다",평가함 ★ 4.0,books
160,박지수:contents:books:ratings.xlsx,박지수,폭풍의 언덕,평가함 ★ 5.0,books
161,박지수:contents:books:ratings.xlsx,박지수,앵무새 죽이기,평가함 ★ 4.0,books
162,박지수:contents:books:ratings.xlsx,박지수,지도 밖으로 행군하라,평가함 ★ 2.0,books
163,박지수:contents:books:ratings.xlsx,박지수,향수,평가함 ★ 4.5,books
164,박지수:contents:books:ratings.xlsx,박지수,자기 앞의 생,평가함 ★ 4.0,books
165,박지수:contents:books:ratings.xlsx,박지수,가시고기,평가함 ★ 3.5,books
166,박지수:contents:books:ratings.xlsx,박지수,무궁화 꽃이 피었습니다,평가함 ★ 4.0,books
167,박지수:contents:books:ratings.xlsx,박지수,이기적 유전자,평가함 ★ 4.0,books
168,박지수:contents:books:ratings.xlsx,박지수,나나의 네버엔딩 스토리,평가함 ★ 3.0,books
169,박지수:contents:books:ratings.xlsx,박지수,7년의 밤,평가함 ★ 3.5,books
170,박지수:contents:books:ratings.xlsx,박지수,스페인은 가우디다,평가함 ★ 2.0,books
171,박지수:contents:books:ratings.xlsx,박지수,신곡 - 지옥편,평가함 ★ 4.5,books
172,박지수:contents:books:ratings.xlsx,박지수,원더보이,평가함 ★ 3.0,books
173,박지수:contents:books:ratings.xlsx,박지수,고등어,평가함 ★ 3.5,books
174,박지수:contents:books:ratings.xlsx,박지수,파우스트,평가함 ★ 4.0,books
175,박지수:contents:books:ratings.xlsx,박지수,냉정과 열정사이 Rosso,평가함 ★ 5.0,books
176,박지수:contents:books:ratings.xlsx,박지수,냉정과 열정사이 Blu,평가함 ★ 5.0,books
177,박지수:contents:books:ratings.xlsx,박지수,오체 불만족,평가함 ★ 1.0,books
178,박지수:contents:books:ratings.xlsx,박지수,다 빈치 코드,평가함 ★ 4.0,books
179,박지수:contents:books:ratings.xlsx,박지수,모든 요일의 여행,평가함 ★ 3.5,books
180,박지수:contents:books:ratings.xlsx,박지수,나는 농담이다,평가함 ★ 3.5,books
181,박지수:contents:books:ratings.xlsx,박지수,여덟 단어,평가함 ★ 3.5,books
182,박지수:contents:books:ratings.xlsx,박지수,시를 잊은 그대에게,평가함 ★ 3.5,books
183,박지수:contents:books:ratings.xlsx,박지수,언제 들어도 좋은 말,평가함 ★ 4.0,books
184,박지수:contents:books:ratings.xlsx,박지수,보통의 존재,평가함 ★ 2.5,books
185,박지수:contents:books:ratings.xlsx,박지수,82년생 김지영,평가함 ★ 2.5,books
186,박지수:contents:books:ratings.xlsx,박지수,소년이 온다,평가함 ★ 5.0,books
187,박지수:contents:books:ratings.xlsx,박지수,채식주의자,평가함 ★ 3.5,books
188,박지수:contents:books:ratings.xlsx,박지수,완벽한 공부법,평가함 ★ 3.5,books
189,박지수:contents:books:ratings.xlsx,박지수,결혼.여름,평가함 ★ 3.0,books
190,박지수:contents:books:ratings.xlsx,박지수,나는 나를 파괴할 권리가 있다,평가함 ★ 2.5,books
191,박지수:contents:books:ratings.xlsx,박지수,퀴르발 남작의 성,평가함 ★ 4.0,books
192,박지수:contents:books:ratings.xlsx,박지수,나의 한국현대사,평가함 ★ 3.5,books
193,박지수:contents:books:ratings.xlsx,박지수,어떻게 살 것인가,평가함 ★ 3.5,books
194,박지수:contents:books:ratings.xlsx,박지수,죄와 벌,평가함 ★ 5.0,books
195,박지수:contents:books:ratings.xlsx,박지수,젊은 베르테르의 슬픔,평가함 ★ 3.5,books
196,박지수:contents:books:ratings.xlsx,박지수,화가의 마지막 그림,평가함 ★ 4.0,books
197,박지수:contents:books:ratings.xlsx,박지수,지적 대화를 위한 넓고 얕은 지식 : 현실 세계 편,평가함 ★ 3.5,books
198,박지수:contents:books:ratings.xlsx,박지수,열한 계단,평가함 ★ 4.0,books
199,박지수:contents:books:ratings.xlsx,박지수,한티재 하늘,평가함 ★ 4.5,books
200,박지수:contents:books:ratings.xlsx,박지수,높고 푸른 사다리,평가함 ★ 4.0,books
201,박지수:contents:books:ratings.xlsx,박지수,숨결이 바람 될 때,평가함 ★ 5.0,books
202,박지수:contents:books:ratings.xlsx,박지수,이방인,평가함 ★ 3.5,books
203,박지수:contents:books:ratings.xlsx,박지수,참을 수 없는 존재의 가벼움,평가함 ★ 4.0,books
204,박지수:contents:books:ratings.xlsx,박지수,개미,평가함 ★ 3.0,books
205,박지수:contents:books:ratings.xlsx,박지수,데미안,평가함 ★ 4.0,books
206,박지수:contents:books:ratings.xlsx,박지수,사피엔스,평가함 ★ 5.0,books
207,박지수:contents:books:ratings.xlsx,박지수,호밀밭의 파수꾼,평가함 ★ 3.5,books
208,박지수:contents:books:ratings.xlsx,박지수,지적 대화를 위한 넓고 얕은 지식 : 현실 너머 편,평가함 ★ 3.0,books
209,박지수:contents:books:ratings.xlsx,박지수,아프니까 청춘이다,평가함 ★ 2.0,books
